skill_id,district_id,sector,period,current_demand_count,anticipated_demand_count,demand_score,strength_tier,sample_size,recent_growth,source
SKILL_0178,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0207,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0270,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0272,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0336,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0429,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0444,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0475,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0546,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0578,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0629,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0632,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0642,Mumbai City,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.0145,MEDIUM,69,,naukri:indian-job-market-dataset-2025
SKILL_0170,Mumbai City,IT/Software - QA & Testing,2025-09,7,0,0.0693,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0374,Mumbai City,IT/Software - QA & Testing,2025-09,7,0,0.0693,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0111,Mumbai City,IT/Software - QA & Testing,2025-09,5,0,0.0495,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0391,Mumbai City,IT/Software - QA & Testing,2025-09,5,0,0.0495,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0106,Mumbai City,IT/Software - QA & Testing,2025-09,4,0,0.0396,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0119,Mumbai City,IT/Software - QA & Testing,2025-09,4,0,0.0396,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0615,Mumbai City,IT/Software - QA & Testing,2025-09,3,0,0.0297,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0155,Mumbai City,IT/Software - QA & Testing,2025-09,2,0,0.0198,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0277,Mumbai City,IT/Software - QA & Testing,2025-09,2,0,0.0198,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0326,Mumbai City,IT/Software - QA & Testing,2025-09,2,0,0.0198,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0400,Mumbai City,IT/Software - QA & Testing,2025-09,2,0,0.0198,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0511,Mumbai City,IT/Software - QA & Testing,2025-09,2,0,0.0198,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0564,Mumbai City,IT/Software - QA & Testing,2025-09,2,0,0.0198,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0604,Mumbai City,IT/Software - QA & Testing,2025-09,2,0,0.0198,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0642,Mumbai City,IT/Software - QA & Testing,2025-09,2,0,0.0198,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0001,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0166,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0238,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0254,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0274,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0280,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0281,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0282,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0317,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0320,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0336,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0353,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0363,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0392,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0397,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0405,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0441,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0442,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0460,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0478,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0532,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0572,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0598,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0605,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0629,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0631,Mumbai City,IT/Software - QA & Testing,2025-09,1,0,0.0099,HIGH,101,,naukri:indian-job-market-dataset-2025
SKILL_0170,Mumbai City,IT/Software - QA & Testing,2025-10,0,1,,INSUFFICIENT,1,,naukri:indian-job-market-dataset-2025
SKILL_0396,Mumbai City,IT/Software - Software Development,2025-09,75,0,0.2193,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0400,Mumbai City,IT/Software - Software Development,2025-09,63,1,0.1842,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0397,Mumbai City,IT/Software - Software Development,2025-09,52,0,0.152,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0170,Mumbai City,IT/Software - Software Development,2025-09,49,0,0.1433,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0391,Mumbai City,IT/Software - Software Development,2025-09,38,0,0.1111,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0532,Mumbai City,IT/Software - Software Development,2025-09,32,0,0.0936,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0527,Mumbai City,IT/Software - Software Development,2025-09,25,0,0.0731,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0274,Mumbai City,IT/Software - Software Development,2025-09,21,0,0.0614,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0153,Mumbai City,IT/Software - Software Development,2025-09,20,0,0.0585,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0152,Mumbai City,IT/Software - Software Development,2025-09,16,0,0.0468,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0141,Mumbai City,IT/Software - Software Development,2025-09,12,0,0.0351,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0128,Mumbai City,IT/Software - Software Development,2025-09,11,0,0.0322,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0436,Mumbai City,IT/Software - Software Development,2025-09,11,0,0.0322,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0642,Mumbai City,IT/Software - Software Development,2025-09,11,0,0.0322,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0155,Mumbai City,IT/Software - Software Development,2025-09,10,0,0.0292,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0282,Mumbai City,IT/Software - Software Development,2025-09,10,0,0.0292,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0546,Mumbai City,IT/Software - Software Development,2025-09,10,0,0.0292,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0564,Mumbai City,IT/Software - Software Development,2025-09,10,0,0.0292,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0277,Mumbai City,IT/Software - Software Development,2025-09,9,0,0.0263,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0001,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0144,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0166,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0254,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0269,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0279,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0363,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0431,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0446,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0511,Mumbai City,IT/Software - Software Development,2025-09,7,0,0.0205,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0374,Mumbai City,IT/Software - Software Development,2025-09,6,0,0.0175,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0119,Mumbai City,IT/Software - Software Development,2025-09,5,1,0.0146,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0441,Mumbai City,IT/Software - Software Development,2025-09,5,0,0.0146,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0528,Mumbai City,IT/Software - Software Development,2025-09,5,0,0.0146,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0615,Mumbai City,IT/Software - Software Development,2025-09,5,0,0.0146,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0028,Mumbai City,IT/Software - Software Development,2025-09,4,0,0.0117,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0111,Mumbai City,IT/Software - Software Development,2025-09,4,0,0.0117,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0181,Mumbai City,IT/Software - Software Development,2025-09,4,0,0.0117,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0392,Mumbai City,IT/Software - Software Development,2025-09,4,0,0.0117,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0442,Mumbai City,IT/Software - Software Development,2025-09,4,0,0.0117,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0131,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0145,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0178,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0266,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0268,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0317,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0320,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0335,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0346,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0534,Mumbai City,IT/Software - Software Development,2025-09,3,0,0.0088,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0031,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0114,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0126,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0132,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0172,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0211,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0270,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0395,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0435,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0444,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0478,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0549,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0632,Mumbai City,IT/Software - Software Development,2025-09,2,0,0.0058,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0003,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0032,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0048,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0072,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0082,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0125,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0134,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0135,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0142,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0156,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0174,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0177,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0183,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0241,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0260,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0262,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0272,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0280,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0291,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0304,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0315,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0336,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0370,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0398,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0408,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0427,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0450,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0470,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0477,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0495,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0572,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0578,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0598,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0605,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0630,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0631,Mumbai City,IT/Software - Software Development,2025-09,1,0,0.0029,HIGH,342,,naukri:indian-job-market-dataset-2025
SKILL_0001,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0119,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0144,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0170,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0254,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0278,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0396,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0397,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0400,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0435,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0532,Mumbai City,IT/Software - Software Development,2025-10,0,1,,INSUFFICIENT,3,,naukri:indian-job-market-dataset-2025
SKILL_0031,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,2,0,0.2857,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0125,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0166,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0254,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0272,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0362,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0374,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0392,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0408,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0549,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0641,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0642,Mumbai Suburban,IT/Software - Cybersecurity,2025-09,1,0,0.1429,INSUFFICIENT,7,,naukri:indian-job-market-dataset-2025
SKILL_0254,Mumbai Suburban,IT/Software - Data & AI,2025-09,13,0,0.3333,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0153,Mumbai Suburban,IT/Software - Data & AI,2025-09,5,0,0.1282,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0128,Mumbai Suburban,IT/Software - Data & AI,2025-09,4,0,0.1026,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0144,Mumbai Suburban,IT/Software - Data & AI,2025-09,4,0,0.1026,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0166,Mumbai Suburban,IT/Software - Data & AI,2025-09,4,0,0.1026,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0363,Mumbai Suburban,IT/Software - Data & AI,2025-09,3,0,0.0769,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0032,Mumbai Suburban,IT/Software - Data & AI,2025-09,2,0,0.0513,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0170,Mumbai Suburban,IT/Software - Data & AI,2025-09,2,0,0.0513,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0268,Mumbai Suburban,IT/Software - Data & AI,2025-09,2,0,0.0513,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0391,Mumbai Suburban,IT/Software - Data & AI,2025-09,2,0,0.0513,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0441,Mumbai Suburban,IT/Software - Data & AI,2025-09,2,0,0.0513,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0177,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0181,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0219,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0262,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0274,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0279,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0304,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0396,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0397,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0400,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0527,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0528,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0564,Mumbai Suburban,IT/Software - Data & AI,2025-09,1,0,0.0256,MEDIUM,39,,naukri:indian-job-market-dataset-2025
SKILL_0391,Mumbai Suburban,IT/Software - IT Infrastructure & Networks,2025-09,2,0,0.4,INSUFFICIENT,5,,naukri:indian-job-market-dataset-2025
SKILL_0170,Mumbai Suburban,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.2,INSUFFICIENT,5,,naukri:indian-job-market-dataset-2025
SKILL_0274,Mumbai Suburban,IT/Software - IT Infrastructure & Networks,2025-09,1,0,0.2,INSUFFICIENT,5,,naukri:indian-job-market-dataset-2025
