alias,skill_id,confidence
search big data,SKILL_0156,1.0
test big data,SKILL_0156,1.0
analyse information in pipeline databases,SKILL_0157,1.0
analyze pipeline database information,SKILL_0157,1.0
assess information in pipeline databases,SKILL_0157,1.0
assess pipeline database information,SKILL_0157,1.0
conduct analysis on pipeline database information,SKILL_0157,1.0
evaluate information in pipeline databases,SKILL_0157,1.0
evaluate pipeline database information,SKILL_0157,1.0
perform analysis on pipeline database information,SKILL_0157,1.0
retrieve and analyse information from pipeline company database,SKILL_0157,1.0
retrieve and assess information from pipeline company database,SKILL_0157,1.0
follow the principles of ICT systems theory,SKILL_0158,1.0
follow the theoretical principles for ICT systems,SKILL_0158,1.0
implement principles for ICT systems,SKILL_0158,1.0
implement theoretical notions for ICT systems,SKILL_0158,1.0
implement theoretical principless for ICT systems,SKILL_0158,1.0
combine face-to-face and online learning,SKILL_0159,1.0
employ blended learning,SKILL_0159,1.0
implement blended learning,SKILL_0159,1.0
implement mixed learning approaches,SKILL_0159,1.0
integrate blended learning,SKILL_0159,1.0
apply for research grants,SKILL_0160,1.0
draft research grants applications,SKILL_0160,1.0
generate research funding,SKILL_0160,1.0
identify research grants,SKILL_0160,1.0
adhere to scientific research code of ethics,SKILL_0161,1.0
follow scientific research code of conduct,SKILL_0161,1.0
obey scientific research code of conduct,SKILL_0161,1.0
apply JMP statistical analysis techniques,SKILL_0162,1.0
apply minitab statistical analysis techniques,SKILL_0162,1.0
apply numerical analysis to data,SKILL_0162,1.0
ANN,SKILL_0163,1.0
NN,SKILL_0163,1.0
artificial neural nets,SKILL_0163,1.0
neural nets,SKILL_0163,1.0
neural networks,SKILL_0163,1.0
build recommendation systems,SKILL_0164,1.0
recommender engine,SKILL_0164,1.0
recommender platform,SKILL_0164,1.0
business data analytics,SKILL_0165,1.0
BI,SKILL_0166,1.0
business analytics,SKILL_0166,1.0
business intelligence tools,SKILL_0166,1.0
collect digital data,SKILL_0167,1.0
gather digital data,SKILL_0167,1.0
gather digital data; obtain digital data,SKILL_0167,1.0
obtain digital data,SKILL_0167,1.0
communicate publicly about scientific findings,SKILL_0168,1.0
communicate scientific results to the public,SKILL_0168,1.0
engage in public awareness of research,SKILL_0168,1.0
support public understanding of science findings,SKILL_0168,1.0
biological computing,SKILL_0169,1.0
informatics,SKILL_0170,1.0
informatics studies,SKILL_0170,1.0
computer-based simulation,SKILL_0171,1.0
simulation software ANSYS,SKILL_0171,1.0
OCR,SKILL_0172,1.0
cuda,SKILL_0172,1.0
keras,SKILL_0172,1.0
matlab,SKILL_0172,1.0
openCV,SKILL_0172,1.0
simpleCV,SKILL_0172,1.0
tensorflow,SKILL_0172,1.0
conduct interdisciplinary research,SKILL_0173,1.0
use research findings across disciplines,SKILL_0173,1.0
use research findings across functional boundaries,SKILL_0173,1.0
work across disciplines,SKILL_0173,1.0
work across functional boundaries,SKILL_0173,1.0
manage data models,SKILL_0174,1.0
create a data set,SKILL_0175,1.0
creating data sets,SKILL_0175,1.0
data set creation,SKILL_0175,1.0
design data sets,SKILL_0175,1.0
develop data sets,SKILL_0175,1.0
establish data sets,SKILL_0175,1.0
produce data sets,SKILL_0175,1.0
use digital technologies for cognitive tasks,SKILL_0176,1.0
use digital technologies for problem-solving in digital environments,SKILL_0176,1.0
use digital technologies for process innovation,SKILL_0176,1.0
use digital technologies for product innovation,SKILL_0176,1.0
use digital technologies to resolve conceptual problems,SKILL_0176,1.0
data anlysis,SKILL_0177,1.0
data engineering methods,SKILL_0178,1.0
principles of data ethics,SKILL_0179,1.0
data scraping,SKILL_0180,1.0
data science process,SKILL_0181,1.0
science of data,SKILL_0181,1.0
data presentation software,SKILL_0182,1.0
data repository,SKILL_0183,1.0
data warehouse solutions,SKILL_0183,1.0
enterprise data storage,SKILL_0183,1.0
deep learning methods,SKILL_0184,1.0
deep learning principles,SKILL_0184,1.0
deep neural networking,SKILL_0184,1.0
set data quality benchmarks,SKILL_0185,1.0
specify data quality criteria,SKILL_0185,1.0
create data visualisation,SKILL_0186,1.0
visualise data,SKILL_0186,1.0
demonstrate complex understanding of a research area,SKILL_0187,1.0
demonstrate complex understanding of a specific research area,SKILL_0187,1.0
demonstrate deep knowledge of a research area,SKILL_0187,1.0
demonstrate deep knowledge of a specific research area,SKILL_0187,1.0
exhibit academic proficiency,SKILL_0187,1.0
develop database scheme,SKILL_0188,1.0
create creative ideas,SKILL_0189,1.0
developing creative ideas,SKILL_0189,1.0
generate creative ideas,SKILL_0189,1.0
produce creative ideas,SKILL_0189,1.0
build data processing applications,SKILL_0190,1.0
create data processing applications,SKILL_0190,1.0
design data processing applications,SKILL_0190,1.0
design data processing software,SKILL_0190,1.0
develop data processing software,SKILL_0190,1.0
cultivate a professional circle in academia,SKILL_0191,1.0
establish connections with researchers and scientists,SKILL_0191,1.0
foster relationships with researchers and scientists,SKILL_0191,1.0
create statistical software,SKILL_0192,1.0
define statistical software,SKILL_0192,1.0
developing statistical software,SKILL_0192,1.0
prepare statistical software,SKILL_0192,1.0
write statistical software,SKILL_0192,1.0
digital research curation,SKILL_0193,1.0
data processing,SKILL_0194,1.0
electronic data processing,SKILL_0194,1.0
paperless data processing,SKILL_0194,1.0
processing of data digitally,SKILL_0194,1.0
disclose findings of scientific research,SKILL_0195,1.0
disclose scientific results,SKILL_0195,1.0
disseminate findings of scientific research,SKILL_0195,1.0
disseminate results of scientific research,SKILL_0195,1.0
disseminate scientific results,SKILL_0195,1.0
documentation types of product life cycle,SKILL_0196,1.0
external documentation types,SKILL_0196,1.0
internal documentation types,SKILL_0196,1.0
internal documentation types of product life cycle,SKILL_0196,1.0
technical documentation types,SKILL_0196,1.0
create technical documentation,SKILL_0197,1.0
create technical documentation and academic writings,SKILL_0197,1.0
write scientific and academic papers,SKILL_0197,1.0
write technical documentation,SKILL_0197,1.0
empirical data analysis,SKILL_0198,1.0
develop data processes,SKILL_0199,1.0
implement data processes,SKILL_0199,1.0
assess research methodology,SKILL_0200,1.0
assess research results,SKILL_0200,1.0
perform scholarly peer review,SKILL_0200,1.0
collect data samples,SKILL_0201,1.0
handle data samples for statistical purposes,SKILL_0201,1.0
manage data samples,SKILL_0201,1.0
health care analytics,SKILL_0202,1.0
health care data analytics,SKILL_0202,1.0
health data analytics,SKILL_0202,1.0
healthcare data analytics,SKILL_0202,1.0
image detection,SKILL_0203,1.0
image interpretation,SKILL_0203,1.0
visual detection,SKILL_0203,1.0
visual recognition,SKILL_0203,1.0
verify data,SKILL_0204,1.0
implement data warehousing solutions,SKILL_0205,1.0
boost the contribution of science to shaping policies and society,SKILL_0206,1.0
enhance the impact of science influence on policy and society,SKILL_0206,1.0
enhance the influence of science on governance and communities,SKILL_0206,1.0
influence decision making based on scientific evidence,SKILL_0206,1.0
data architecture,SKILL_0207,1.0
information system design,SKILL_0207,1.0
design of information structures,SKILL_0208,1.0
information classification,SKILL_0208,1.0
consumer data privacy,SKILL_0209,1.0
data access control,SKILL_0209,1.0
data confidentiality,SKILL_0209,1.0
information extraction techniques,SKILL_0210,1.0
data infrastructure,SKILL_0211,1.0
data structuring methods,SKILL_0211,1.0
types of data infrastructure,SKILL_0211,1.0
combine ICT data,SKILL_0212,1.0
account for gender characteristics in scientific research,SKILL_0213,1.0
promote inclusion in research,SKILL_0213,1.0
give feedback in a professional setting,SKILL_0214,1.0
interact appropriately in research and professional spheres,SKILL_0214,1.0
interact considerately in research and professional spheres,SKILL_0214,1.0
receive feedback in a professional setting,SKILL_0214,1.0
show collegiality in research and professional environments,SKILL_0214,1.0
examine current data,SKILL_0215,1.0
take decisions based on data,SKILL_0216,1.0
define enterprise data architecture,SKILL_0217,1.0
lead ICT data classification responsabilities,SKILL_0218,1.0
organise ICT data classification responsibilities,SKILL_0218,1.0
administer data,SKILL_0219,1.0
data administration,SKILL_0219,1.0
data resource management,SKILL_0219,1.0
manage data lifecycle,SKILL_0219,1.0
operate data quality tools,SKILL_0219,1.0
oversee data collection methods,SKILL_0220,1.0
ensure corrected data storing,SKILL_0221,1.0
ensure data availability,SKILL_0221,1.0
ensure data reusability,SKILL_0221,1.0
support data reuse in research,SKILL_0221,1.0
administer copyrights,SKILL_0222,1.0
administer intellectual property rights,SKILL_0222,1.0
manage copyrights,SKILL_0222,1.0
handle open publications,SKILL_0223,1.0
handle open-source content,SKILL_0223,1.0
handle open-source publications,SKILL_0223,1.0
manage open-source content,SKILL_0223,1.0
manage open-source publications,SKILL_0223,1.0
conduct personal professional development,SKILL_0224,1.0
continuously develop own practice,SKILL_0224,1.0
continuously develop your own practices,SKILL_0224,1.0
develop own practice,SKILL_0224,1.0
develop own practice continuously,SKILL_0224,1.0
develop own practices continuously,SKILL_0224,1.0
identify priority areas for professional development,SKILL_0224,1.0
manage personal lifelong learning,SKILL_0224,1.0
research identify and resource your continuing professional development,SKILL_0224,1.0
research own continuing professional development,SKILL_0224,1.0
undertake responsibility on continuous professional development,SKILL_0224,1.0
gather data,SKILL_0225,1.0
handle numerical data,SKILL_0225,1.0
interpret data,SKILL_0225,1.0
manage data quantitatively,SKILL_0225,1.0
managing quantitative data,SKILL_0225,1.0
organise data,SKILL_0225,1.0
present data,SKILL_0225,1.0
process data,SKILL_0225,1.0
administer research data,SKILL_0226,1.0
handle research data,SKILL_0226,1.0
oversee scientific data,SKILL_0226,1.0
marketing data analytics,SKILL_0227,1.0
mathematical computation,SKILL_0228,1.0
mathematical representation,SKILL_0228,1.0
mathematical simulation,SKILL_0228,1.0
guide individuals,SKILL_0229,1.0
guide people,SKILL_0229,1.0
help individuals,SKILL_0229,1.0
help people,SKILL_0229,1.0
support individuals,SKILL_0229,1.0
support people,SKILL_0229,1.0
multidisciplinary research methods,SKILL_0230,1.0
normalize data,SKILL_0231,1.0
perform data pre-processing,SKILL_0231,1.0
prepare data,SKILL_0231,1.0
Cube databases,SKILL_0232,1.0
OLAP,SKILL_0232,1.0
OLAP databases,SKILL_0232,1.0
know open-source coding practices,SKILL_0233,1.0
know open-source licensing schemes,SKILL_0233,1.0
know open-source software coding practices,SKILL_0233,1.0
know open-source software licensing schemes,SKILL_0233,1.0
manage open-source software,SKILL_0233,1.0
operations analysis,SKILL_0234,1.0
operations research,SKILL_0234,1.0
complete data cleansing,SKILL_0235,1.0
data cleansing performance,SKILL_0235,1.0
implement data cleansing,SKILL_0235,1.0
perform a data cleanse,SKILL_0235,1.0
performing data cleansing,SKILL_0235,1.0
undertake data cleansing,SKILL_0235,1.0
mine data,SKILL_0236,1.0
use model data,SKILL_0236,1.0
Kohonen self-organizing map,SKILL_0237,1.0
data feature engineering,SKILL_0237,1.0
data feature extraction,SKILL_0237,1.0
data feature selection,SKILL_0237,1.0
multidimensional scaling,SKILL_0237,1.0
t-SNE,SKILL_0237,1.0
t-distributed stochastic neighbor embedding,SKILL_0237,1.0
conduct project management,SKILL_0238,1.0
do project management,SKILL_0238,1.0
manage projects,SKILL_0238,1.0
perform management of projects,SKILL_0238,1.0
perform projects management,SKILL_0238,1.0
performing project management,SKILL_0238,1.0
carry out scientific research,SKILL_0239,1.0
conduct scientific research,SKILL_0239,1.0
engage in scientific research,SKILL_0239,1.0
performing scientific research,SKILL_0239,1.0
artificial intelligence in process,SKILL_0240,1.0
principles of AI,SKILL_0240,1.0
analyse data,SKILL_0241,1.0
convert data,SKILL_0241,1.0
data processing,SKILL_0241,1.0
handle data,SKILL_0241,1.0
measure data,SKILL_0241,1.0
processing data,SKILL_0241,1.0
processing of data,SKILL_0241,1.0
refine data,SKILL_0241,1.0
boost open innovation in research,SKILL_0242,1.0
encourage open innovation in research,SKILL_0242,1.0
foster collaborative innovation in research,SKILL_0242,1.0
promote integrated collaboration in research,SKILL_0242,1.0
stimulate collaborative innovation in research,SKILL_0242,1.0
encourage civic engagement in research,SKILL_0243,1.0
engage citizens in scientific and research activities,SKILL_0243,1.0
engage public in research,SKILL_0243,1.0
foster public involvement in scientific research,SKILL_0243,1.0
promote citizens participation in research,SKILL_0243,1.0
ensure connection between research and industry,SKILL_0244,1.0
valorise research findings in industry,SKILL_0244,1.0
valorise research findings in the public sector,SKILL_0244,1.0
publish academic studies,SKILL_0245,1.0
publish doctoral research,SKILL_0245,1.0
publish research,SKILL_0245,1.0
publishes academic research,SKILL_0245,1.0
publishing academic research,SKILL_0245,1.0
quantitative data analysis,SKILL_0246,1.0
research design methods,SKILL_0247,1.0
computational science,SKILL_0248,1.0
scientific computation,SKILL_0248,1.0
scientific publications,SKILL_0249,1.0
social network analysis methods,SKILL_0250,1.0
communicate in multiple languages,SKILL_0251,1.0
speak a different language,SKILL_0251,1.0
speak foreign languages,SKILL_0251,1.0
energy state estimation,SKILL_0252,1.0
state estimation and prediction,SKILL_0252,1.0
state inference,SKILL_0252,1.0
statistical modeling,SKILL_0253,1.0
administrative data,SKILL_0254,1.0
big data,SKILL_0254,1.0
data analysis,SKILL_0254,1.0
data collection,SKILL_0254,1.0
data work,SKILL_0254,1.0
experimental data,SKILL_0254,1.0
metadata,SKILL_0254,1.0
organisation of data,SKILL_0254,1.0
statistical analysis,SKILL_0254,1.0
stats,SKILL_0254,1.0
survey data,SKILL_0254,1.0
use of data,SKILL_0254,1.0
use of data in performance of work,SKILL_0254,1.0
use of statistics,SKILL_0254,1.0
use of statistics in performance of work,SKILL_0254,1.0
archive digital data and systems,SKILL_0255,1.0
back up data,SKILL_0255,1.0
backup digital data and systems,SKILL_0255,1.0
cache digital data and systems,SKILL_0255,1.0
restore data,SKILL_0255,1.0
store digital data and system,SKILL_0255,1.0
store systems and digital data,SKILL_0255,1.0
storing digital data and systems,SKILL_0255,1.0
use data and systems archiving procedures,SKILL_0255,1.0
use data and systems archiving tools,SKILL_0255,1.0
critically summarise information,SKILL_0256,1.0
interpret complex information,SKILL_0256,1.0
summarise information,SKILL_0256,1.0
synthesise complex information,SKILL_0256,1.0
write synthesis essays,SKILL_0256,1.0
task algorithm development,SKILL_0257,1.0
instruct in educational or vocational settings,SKILL_0258,1.0
provide instruction in academic or vocational domains,SKILL_0258,1.0
teach students in academic or vocational contexts,SKILL_0258,1.0
carry out abstraction of concepts,SKILL_0259,1.0
conceptualise abstract ideas,SKILL_0259,1.0
conceptualise reality,SKILL_0259,1.0
thinking in abstract concepts,SKILL_0259,1.0
thinking in abstractions,SKILL_0259,1.0
types of unstructured data,SKILL_0260,1.0
apply data processing technique,SKILL_0261,1.0
gather and analyse data,SKILL_0261,1.0
make use of data processing techniques,SKILL_0261,1.0
use a data processing technique,SKILL_0261,1.0
utilize data processing techniques,SKILL_0261,1.0
Ability Office Spreadsheet,SKILL_0262,1.0
Accel Spreadsheet,SKILL_0262,1.0
Calligra Sheets,SKILL_0262,1.0
CellPro,SKILL_0262,1.0
Corel Calculate,SKILL_0262,1.0
DhtmlxSpreadsheet,SKILL_0262,1.0
Dolphinity Planner,SKILL_0262,1.0
Gnumeric,SKILL_0262,1.0
Google Sheets,SKILL_0262,1.0
Household Budget Worksheet,SKILL_0262,1.0
IBM Lotus Symphony Spreadsheets,SKILL_0262,1.0
Kingsoft Spreadsheet,SKILL_0262,1.0
LibreOffice Calc,SKILL_0262,1.0
Lotus 1-2-3,SKILL_0262,1.0
Lotus Improv,SKILL_0262,1.0
MS Excel,SKILL_0262,1.0
Microsoft Office Excel,SKILL_0262,1.0
Myrtle,SKILL_0262,1.0
OOo4Kids Calc,SKILL_0262,1.0
OxygenOffice Professional Calc,SKILL_0262,1.0
PlanMaker,SKILL_0262,1.0
QT Calc Express,SKILL_0262,1.0
Quantrix Modeler,SKILL_0262,1.0
ResolverOne,SKILL_0262,1.0
Sheetster,SKILL_0262,1.0
Simple Spreadsheet,SKILL_0262,1.0
Sphygmic Software Spreadsheet,SKILL_0262,1.0
ThinkFree Office Calc,SKILL_0262,1.0
Zoho Sheet,SKILL_0262,1.0
design spreadsheets,SKILL_0262,1.0
use spreadsheets program,SKILL_0262,1.0
wikiCalc,SKILL_0262,1.0
carry out machine learning,SKILL_0263,1.0
perform machine learning,SKILL_0263,1.0
use machine learning,SKILL_0263,1.0
utilize machine learning,SKILL_0263,1.0
Infovis,SKILL_0264,1.0
Infoviz,SKILL_0264,1.0
information visualisation,SKILL_0264,1.0
information visualization,SKILL_0264,1.0
visualization interface,SKILL_0264,1.0
draft scientific papers,SKILL_0265,1.0
draw up scientific papers,SKILL_0265,1.0
scientific paper writing,SKILL_0265,1.0
AJAX software,SKILL_0266,1.0
AJAX techniques,SKILL_0266,1.0
AJAX technology,SKILL_0266,1.0
APL programming paradigms,SKILL_0267,1.0
ASP.NET framework,SKILL_0268,1.0
Agile Development Environment,SKILL_0269,1.0
Agile Software Development Practices,SKILL_0269,1.0
Agile development framework,SKILL_0269,1.0
Agile frameworks,SKILL_0269,1.0
Agile scrum development framework,SKILL_0269,1.0
Agile software development,SKILL_0269,1.0
Agile software development methods,SKILL_0269,1.0
Agile software environment,SKILL_0269,1.0
Tomcat,SKILL_0270,1.0
BlackBerry System,SKILL_0271,1.0
Cisco Systems,SKILL_0272,1.0
Network Magic,SKILL_0272,1.0
CoffeeScript algorithms,SKILL_0273,1.0
CoffeeScript coding techniques,SKILL_0273,1.0
CoffeeScript programming paradigms,SKILL_0273,1.0
CoffeeScript software development principles,SKILL_0273,1.0
CoffeeScript software development techniques,SKILL_0273,1.0
DevOps based software development,SKILL_0274,1.0
DevOps development,SKILL_0274,1.0
DevOps methodology,SKILL_0274,1.0
ICT network line limitations,SKILL_0275,1.0
ICT network wire limitations,SKILL_0275,1.0
ICT network processes,SKILL_0276,1.0
ICT network routing processes,SKILL_0276,1.0
ICT network routing techniques,SKILL_0276,1.0
ICT network techniques,SKILL_0276,1.0
Jenkins,SKILL_0277,1.0
Jenkins CI,SKILL_0277,1.0
Jenkins Continuous Integration server,SKILL_0277,1.0
MATLAB algorithms,SKILL_0278,1.0
MATLAB coding techniques,SKILL_0278,1.0
MATLAB programming paradigms,SKILL_0278,1.0
MATLAB software development principles,SKILL_0278,1.0
MATLAB software development techniques,SKILL_0278,1.0
ML,SKILL_0279,1.0
ML development principles,SKILL_0279,1.0
ML systems,SKILL_0279,1.0
Objective C,SKILL_0280,1.0
SAP ERP,SKILL_0281,1.0
SAP ERP 6.0: Enhancement Packages,SKILL_0281,1.0
SAP R/1,SKILL_0281,1.0
SAP R/2,SKILL_0281,1.0
SAP R/3,SKILL_0281,1.0
SAP R/3 Enterprise Central Component,SKILL_0281,1.0
SAP R/3 Enterprise Edition,SKILL_0281,1.0
SAP S/4 HANA,SKILL_0281,1.0
Swift,SKILL_0282,1.0
Swift algorithms,SKILL_0282,1.0
Swift programming paradigms,SKILL_0282,1.0
Swift software development principles,SKILL_0282,1.0
Swift software development techniques,SKILL_0282,1.0
adhere to an organisational guideline,SKILL_0283,1.0
adhere to an organisations guidelines,SKILL_0283,1.0
adhere to organizational guidelines,SKILL_0283,1.0
adhering to organisational guidelines,SKILL_0283,1.0
comply to organisational guidelines,SKILL_0283,1.0
heed organisational guidelines,SKILL_0283,1.0
obey organisational guidelines,SKILL_0283,1.0
observe organisational guidelines,SKILL_0283,1.0
adjust ICT network capacity,SKILL_0284,1.0
administer network and system,SKILL_0285,1.0
administer system,SKILL_0285,1.0
operate system,SKILL_0285,1.0
analyze network bandwidth requirements,SKILL_0286,1.0
assess network bandwidth requirements,SKILL_0286,1.0
measure network bandwidth requirements,SKILL_0286,1.0
analyse performance characteristics of ICT networks,SKILL_0287,1.0
assess network setup and performance,SKILL_0287,1.0
assess network structure,SKILL_0287,1.0
evaluate network setup and efficiency,SKILL_0287,1.0
examine network configuration and effectiveness,SKILL_0287,1.0
administer ICT system usage policies,SKILL_0288,1.0
follow ethical standards for ICT system usage,SKILL_0288,1.0
follow written laws for ICT system usage,SKILL_0288,1.0
handle ICT system usage policies,SKILL_0288,1.0
implement ICT system usage policies,SKILL_0288,1.0
adhere to organisational system guidelines,SKILL_0289,1.0
enforce organisational system policies,SKILL_0289,1.0
implement system regulations,SKILL_0289,1.0
collude with engineers,SKILL_0290,1.0
collude with servicing operatives,SKILL_0290,1.0
cooperate with engineers,SKILL_0290,1.0
cooperate with servicing operatives,SKILL_0290,1.0
engage with engineers,SKILL_0290,1.0
engage with servicing operatives,SKILL_0290,1.0
interface with engineers,SKILL_0290,1.0
interface with servicing operatives,SKILL_0290,1.0
come up with solutions to problems,SKILL_0291,1.0
conceive solutions to problems,SKILL_0291,1.0
create solution to problems,SKILL_0291,1.0
create solutions,SKILL_0291,1.0
creating solutions to problems,SKILL_0291,1.0
devise solutions to problems,SKILL_0291,1.0
formulate solutions to problems,SKILL_0291,1.0
define ICT network architecture framework,SKILL_0292,1.0
establish ICT network design policies,SKILL_0292,1.0
specify ICT network design principles,SKILL_0292,1.0
set firewall rules,SKILL_0293,1.0
specify access control policies,SKILL_0293,1.0
develop technological improvement strategies,SKILL_0294,1.0
design ICT hardware placement in buildings,SKILL_0295,1.0
plan ICT hardware placement in buildings,SKILL_0295,1.0
specify ICT hardware placement,SKILL_0295,1.0
specify ICT hardware placement in buildings,SKILL_0295,1.0
design LAN,SKILL_0296,1.0
design WAN,SKILL_0296,1.0
design local area network,SKILL_0296,1.0
design wide area network,SKILL_0296,1.0
do cloud features refactoring,SKILL_0297,1.0
optimise cloud features,SKILL_0297,1.0
optimise cloud services,SKILL_0297,1.0
perform cloud refactoring,SKILL_0297,1.0
refactor cloud services,SKILL_0297,1.0
follow a company standard,SKILL_0298,1.0
follow company codes,SKILL_0298,1.0
follow company measures,SKILL_0298,1.0
follow company requirements,SKILL_0298,1.0
follow company rules,SKILL_0298,1.0
follow the company standards,SKILL_0298,1.0
following company standards,SKILL_0298,1.0
act in accordance with work procedures,SKILL_0299,1.0
adhere to procedures at work,SKILL_0299,1.0
adhere to work procedures,SKILL_0299,1.0
comply with work procedures,SKILL_0299,1.0
employ standard working practices,SKILL_0299,1.0
ensure adherence to work procedures,SKILL_0299,1.0
follow procedures at work,SKILL_0299,1.0
observe standard working practices,SKILL_0299,1.0
observe work procedures,SKILL_0299,1.0
perform work in accordance with procedures,SKILL_0299,1.0
work in accordance with procedures,SKILL_0299,1.0
estimate future ICT network needs,SKILL_0300,1.0
foresee future ICT network demands,SKILL_0300,1.0
components for hardware systems,SKILL_0301,1.0
components of hardware,SKILL_0301,1.0
components of hardware systems,SKILL_0301,1.0
hardware system components,SKILL_0301,1.0
hardware system parts,SKILL_0301,1.0
parts for hardware systems,SKILL_0301,1.0
range of hardware components,SKILL_0301,1.0
types of hardware components,SKILL_0301,1.0
typology of hardware components,SKILL_0301,1.0
identify a supplier,SKILL_0302,1.0
identify the suppliers,SKILL_0302,1.0
monitor suppliers on the market,SKILL_0302,1.0
research for suppliers,SKILL_0302,1.0
search for suppliers,SKILL_0302,1.0
use network diagnostics tools,SKILL_0303,1.0
disaster recovery,SKILL_0304,1.0
recover ICT system,SKILL_0304,1.0
company policy compliance,SKILL_0305,1.0
governance information compliance,SKILL_0305,1.0
information compliance governance,SKILL_0305,1.0
set up electronic communication equipment,SKILL_0306,1.0
install amplifiers and repeaters,SKILL_0307,1.0
collaborate with managers,SKILL_0308,1.0
cooperate with managers,SKILL_0308,1.0
liaise with a manager,SKILL_0308,1.0
liaising with managers,SKILL_0308,1.0
work together with managers,SKILL_0308,1.0
work with managers,SKILL_0308,1.0
apply system monitoring techniques,SKILL_0309,1.0
monitor and optimise system performance,SKILL_0309,1.0
keep information network hardware in good condition,SKILL_0310,1.0
keep up information network hardware,SKILL_0310,1.0
maintain network hardware,SKILL_0310,1.0
maintaining information network hardware,SKILL_0310,1.0
oversee information network hardware,SKILL_0310,1.0
apply Internet Protocol Configuration,SKILL_0311,1.0
maintain IP configuration,SKILL_0311,1.0
maintain TCP configuration,SKILL_0311,1.0
maintain TCP/IP configuration,SKILL_0311,1.0
ICT system upgrade,SKILL_0312,1.0
maintain a private e-mail service platform,SKILL_0313,1.0
oversee testing of hardware,SKILL_0314,1.0
oversee testing of software,SKILL_0314,1.0
network architecture,SKILL_0315,1.0
network management system components,SKILL_0316,1.0
AS400,SKILL_0317,1.0
Novell,SKILL_0317,1.0
OS architecture,SKILL_0317,1.0
VMS,SKILL_0317,1.0
WIN/NT,SKILL_0317,1.0
corporate policies,SKILL_0318,1.0
corporate regulations,SKILL_0318,1.0
institutional policies,SKILL_0318,1.0
organisational guidelines,SKILL_0318,1.0
organisational standards,SKILL_0318,1.0
cloud migration planning,SKILL_0319,1.0
plan refactoring,SKILL_0319,1.0
prepare plan for migration to cloud,SKILL_0319,1.0
ICT service models,SKILL_0320,1.0
SaaS,SKILL_0320,1.0
SaaS model,SKILL_0320,1.0
Software as a service,SKILL_0320,1.0
service oriented models,SKILL_0320,1.0
service-oriented modeling,SKILL_0320,1.0
implementation of solutions,SKILL_0321,1.0
software solution deployment,SKILL_0321,1.0
provide guidance on the use,SKILL_0322,1.0
staff support,SKILL_0322,1.0
user assistance,SKILL_0322,1.0
systems fundamentals,SKILL_0323,1.0
operate ICT hardware,SKILL_0324,1.0
utilise ICT hardware,SKILL_0324,1.0
operate precision tools,SKILL_0325,1.0
operating precision tools,SKILL_0325,1.0
precision tool operating,SKILL_0325,1.0
precision tool using,SKILL_0325,1.0
precision tool working,SKILL_0325,1.0
precision tools operating,SKILL_0325,1.0
precision tools using,SKILL_0325,1.0
using precision tools,SKILL_0325,1.0
work with precision tools,SKILL_0325,1.0
working with precision tools,SKILL_0325,1.0
ABAP Programming Techniques,SKILL_0326,1.0
ABAP programming techniques,SKILL_0326,1.0
ABAP software development,SKILL_0326,1.0
ABAP software techniques,SKILL_0326,1.0
COBOL applications,SKILL_0327,1.0
COBOL programming language,SKILL_0327,1.0
COBOL software,SKILL_0327,1.0
accessibility standards and guidelines,SKILL_0328,1.0
assistive technology standards,SKILL_0328,1.0
digital accessibility standards,SKILL_0328,1.0
ICT hardware characteristics,SKILL_0329,1.0
ICT hardware needs,SKILL_0329,1.0
ICT hardware requirements,SKILL_0329,1.0
ICT hardware specification,SKILL_0329,1.0
ICT hardware stipulations,SKILL_0329,1.0
an ICT hardware specification,SKILL_0329,1.0
specifications for ICT hardware,SKILL_0329,1.0
ICT network simulation methods,SKILL_0330,1.0
ICT network simulation systems,SKILL_0330,1.0
ICT network simulation tools,SKILL_0330,1.0
ICT quality control,SKILL_0331,1.0
ICT application specifications,SKILL_0332,1.0
ICT programme specifications,SKILL_0332,1.0
ICT software specification,SKILL_0332,1.0
ICT software specifying,SKILL_0332,1.0
ICT system specifications,SKILL_0332,1.0
specify use of ICT software,SKILL_0332,1.0
Pascal,SKILL_0333,1.0
process-based project management methodology,SKILL_0334,1.0
Scala Programming Language,SKILL_0335,1.0
Scratch,SKILL_0336,1.0
VBScript algorithms,SKILL_0337,1.0
VBScript coding techniques,SKILL_0337,1.0
VBScript for web-based scripting,SKILL_0337,1.0
VBScript programming paradigms,SKILL_0337,1.0
VBScript scripting techniques,SKILL_0337,1.0
adapt game development to the market,SKILL_0338,1.0
adapt gaming developments to the market,SKILL_0338,1.0
adjust new game developments to the market,SKILL_0338,1.0
implement new game innovations on the market,SKILL_0338,1.0
software usability,SKILL_0339,1.0
apply psychological elements to gaming,SKILL_0340,1.0
apply psychology to gaming,SKILL_0340,1.0
use gaming psychology,SKILL_0340,1.0
analyse how users interact with ICT applications,SKILL_0341,1.0
attend game testing,SKILL_0342,1.0
attend tests for gaming,SKILL_0342,1.0
be present for online game testing,SKILL_0342,1.0
participate in live gaming tests,SKILL_0342,1.0
assure continuous preparedness for audits,SKILL_0343,1.0
ensure continuous preparation for audits,SKILL_0343,1.0
ensure continuous preparedness for an audit,SKILL_0343,1.0
ensure continuous preparedness for audits,SKILL_0343,1.0
establish continuous preparedness for audits,SKILL_0343,1.0
maintain continuous preparedness for audits,SKILL_0343,1.0
