alias,skill_id,confidence
Firefox OS,SKILL_0506,1.0
Sailfish OS,SKILL_0506,1.0
Tizen,SKILL_0506,1.0
Ubuntu Touch OS,SKILL_0506,1.0
cell phone operating systems,SKILL_0506,1.0
knowledge of object-oriented modelling,SKILL_0507,1.0
object-oriented modeling,SKILL_0507,1.0
object-oriented paradigm,SKILL_0507,1.0
explain blockchain-based identity management system,SKILL_0508,1.0
coordinate development of applications,SKILL_0509,1.0
coordinate development of software,SKILL_0509,1.0
manage the development of a software,SKILL_0509,1.0
monitor development of software,SKILL_0509,1.0
oversee development of applications,SKILL_0509,1.0
backup ICT system,SKILL_0510,1.0
backup data,SKILL_0510,1.0
fundamentals of programme management,SKILL_0511,1.0
fundamentals of project management,SKILL_0511,1.0
management of programmes,SKILL_0511,1.0
management of projects,SKILL_0511,1.0
principles of programme management,SKILL_0511,1.0
principles of project management,SKILL_0511,1.0
programme management,SKILL_0511,1.0
programme management activities,SKILL_0511,1.0
project management activities,SKILL_0511,1.0
propose technical solutions to business problems,SKILL_0512,1.0
create cost benefit analysis reports,SKILL_0513,1.0
generate cost benefit analysis reports,SKILL_0513,1.0
produce cost benefit analysis reports,SKILL_0513,1.0
provide cost benefit analysis report,SKILL_0513,1.0
provide cost-benefit analysis reports,SKILL_0513,1.0
provide reports on cost benefit analysis,SKILL_0513,1.0
providing cost benefit analysis reports,SKILL_0513,1.0
.QL,SKILL_0514,1.0
CQLF,SKILL_0514,1.0
Concept-Oriented,SKILL_0514,1.0
DMX,SKILL_0514,1.0
Datalog,SKILL_0514,1.0
F-logic,SKILL_0514,1.0
FQL,SKILL_0514,1.0
Gellish,SKILL_0514,1.0
HTSQL,SKILL_0514,1.0
ISBL,SKILL_0514,1.0
MQL,SKILL_0514,1.0
OCL,SKILL_0514,1.0
OPath,SKILL_0514,1.0
OQL,SKILL_0514,1.0
OttoQL,SKILL_0514,1.0
Poliqarp,SKILL_0514,1.0
QUEL,SKILL_0514,1.0
RDQL,SKILL_0514,1.0
ReQL,SKILL_0514,1.0
SPL,SKILL_0514,1.0
SuprTool,SKILL_0514,1.0
TMQL,SKILL_0514,1.0
XPath,SKILL_0514,1.0
XSPARQL,SKILL_0514,1.0
YQL,SKILL_0514,1.0
detect blockchain technology application domains,SKILL_0515,1.0
identify blockchain technology application domains,SKILL_0515,1.0
identify risks in blockchain technology,SKILL_0516,1.0
predict risks in blockchain technology,SKILL_0516,1.0
use data reporting,SKILL_0517,1.0
RDF query language,SKILL_0518,1.0
SPARQL,SKILL_0518,1.0
smart contract software,SKILL_0519,1.0
programming languages for smart contract,SKILL_0520,1.0
best practices for software user interface tasks,SKILL_0521,1.0
software UI design best practices,SKILL_0521,1.0
software user interface design patterns,SKILL_0521,1.0
solutions for software UI tasks,SKILL_0521,1.0
solutions for software user interface tasks,SKILL_0521,1.0
software architecture frameworks,SKILL_0522,1.0
software architecture patterns,SKILL_0522,1.0
software design approaches,SKILL_0524,1.0
software design techniques,SKILL_0524,1.0
software engineering frameworks,SKILL_0525,1.0
diagnose system problems,SKILL_0526,1.0
manage system problem,SKILL_0526,1.0
troubleshoot system,SKILL_0526,1.0
CSS,SKILL_0527,1.0
Document Style Semantics and Specification Language,SKILL_0527,1.0
Extensible Stylesheet Language,SKILL_0527,1.0
Formatted Output Specification Instance,SKILL_0527,1.0
SMIL Timesheets,SKILL_0527,1.0
cascading style sheets,SKILL_0527,1.0
system architecture design,SKILL_0528,1.0
application development life-cycle,SKILL_0529,1.0
mechanical drawings,SKILL_0530,1.0
scientific drawings,SKILL_0530,1.0
specialised drawings,SKILL_0530,1.0
technical drawing,SKILL_0530,1.0
check ICT query output,SKILL_0531,1.0
check ICT query performance,SKILL_0531,1.0
Bcfg2,SKILL_0532,1.0
CFEngine,SKILL_0532,1.0
ISconf,SKILL_0532,1.0
Local ConFiGuration system,SKILL_0532,1.0
NOC,SKILL_0532,1.0
NixOS,SKILL_0532,1.0
OCS Inventory NG with GLPI,SKILL_0532,1.0
Open pc server integration,SKILL_0532,1.0
PIKT,SKILL_0532,1.0
Quattor,SKILL_0532,1.0
Radmind,SKILL_0532,1.0
Rudder,SKILL_0532,1.0
Rundeck,SKILL_0532,1.0
SmartFrog,SKILL_0532,1.0
Synctool,SKILL_0532,1.0
cdist,SKILL_0532,1.0
git,SKILL_0532,1.0
revision control,SKILL_0532,1.0
software tools for version control,SKILL_0532,1.0
source control,SKILL_0532,1.0
tools for software version control,SKILL_0532,1.0
develop visual design based on target audience,SKILL_0533,1.0
develop visual design concepts based on target audience,SKILL_0533,1.0
develop visual design concepts from given specifications,SKILL_0533,1.0
develop visual design from given specifications,SKILL_0533,1.0
translate requirement concepts into visual design,SKILL_0533,1.0
standard modelling language,SKILL_0534,1.0
uml,SKILL_0534,1.0
unified modeling language,SKILL_0534,1.0
application-specific interface operating,SKILL_0535,1.0
application-specific interface using,SKILL_0535,1.0
operate an application-specific interface,SKILL_0535,1.0
operate an interface specific to the application,SKILL_0535,1.0
operating an application-specific interface,SKILL_0535,1.0
operating an interface specific to the application,SKILL_0535,1.0
use an interface specific to the application,SKILL_0535,1.0
using an application-specific interface,SKILL_0535,1.0
using an interface specific to the application,SKILL_0535,1.0
able to use using databases,SKILL_0536,1.0
apply databases,SKILL_0536,1.0
make use of databases,SKILL_0536,1.0
use Dbs,SKILL_0536,1.0
use data bases,SKILL_0536,1.0
use database,SKILL_0536,1.0
use database management systems,SKILL_0536,1.0
use database software,SKILL_0536,1.0
utilise databases,SKILL_0536,1.0
apply specific communication channels,SKILL_0537,1.0
handle specific communication channels,SKILL_0537,1.0
operate specific communication channels,SKILL_0537,1.0
use of different communication channels,SKILL_0537,1.0
using different communication channels,SKILL_0537,1.0
utilise specific communication channels,SKILL_0537,1.0
able to use e-services,SKILL_0538,1.0
apply e-services,SKILL_0538,1.0
engage in citizenship through digital technologies,SKILL_0538,1.0
make use of e-services,SKILL_0538,1.0
use electronic services,SKILL_0538,1.0
use online payment solutions,SKILL_0538,1.0
utilise e-services,SKILL_0538,1.0
use HTML,SKILL_0539,1.0
use Html,SKILL_0539,1.0
use XHTML,SKILL_0539,1.0
use html,SKILL_0539,1.0
use mark-up languages,SKILL_0539,1.0
apply approaches for user-centered design,SKILL_0540,1.0
apply methodologies for user centered design,SKILL_0540,1.0
employ techniques for user-oriented design,SKILL_0540,1.0
utilise user-centered design methodologies,SKILL_0540,1.0
use programming design patterns,SKILL_0541,1.0
utilise software design patterns,SKILL_0541,1.0
utilise software libraries,SKILL_0542,1.0
use CASE tools,SKILL_0543,1.0
utilise CASE tools,SKILL_0543,1.0
utilise CASE tools for software design,SKILL_0543,1.0
utilize CASE tools for software design,SKILL_0543,1.0
utilize computer-aided software engineering tools,SKILL_0543,1.0
digital collaboration tools,SKILL_0544,1.0
online collaborative tools,SKILL_0544,1.0
markup programming,SKILL_0545,1.0
web services systems,SKILL_0546,1.0
provide database documentation,SKILL_0547,1.0
accept constructive criticism,SKILL_0548,1.0
accept critics,SKILL_0548,1.0
accept feedback,SKILL_0548,1.0
handle feedback,SKILL_0548,1.0
tolerate critics,SKILL_0548,1.0
welcome criticism,SKILL_0548,1.0
welcome feedback,SKILL_0548,1.0
adapt to changes,SKILL_0549,1.0
adapting to change,SKILL_0549,1.0
adjust to change,SKILL_0549,1.0
assimilate to change,SKILL_0549,1.0
be flexible,SKILL_0549,1.0
be open to change,SKILL_0549,1.0
conform to change,SKILL_0549,1.0
demonstrate flexibility,SKILL_0549,1.0
openness to change,SKILL_0549,1.0
revise plans to deal with changes,SKILL_0549,1.0
show willingness to change,SKILL_0549,1.0
address audiences,SKILL_0550,1.0
addressing an audience,SKILL_0550,1.0
deliver a speech,SKILL_0550,1.0
give a lecture to an audience,SKILL_0550,1.0
give a talk to an audience,SKILL_0550,1.0
present ideas,SKILL_0550,1.0
speak to an audience,SKILL_0550,1.0
demonstrate physical resilience,SKILL_0551,1.0
tolerate unfavourable temperatures,SKILL_0551,1.0
work under adverse weather conditions,SKILL_0551,1.0
adopt a sustainable eating habit,SKILL_0552,1.0
concretely support biodiversity and animal welfare,SKILL_0552,1.0
implement environmental choices in your own eating habit,SKILL_0552,1.0
promoting organic and biological food consumption,SKILL_0552,1.0
take animal welfare into account when buying food products,SKILL_0552,1.0
take sustainability issues into account in consumption choices,SKILL_0552,1.0
avoid plastic,SKILL_0553,1.0
avoid single-use items,SKILL_0553,1.0
follow environmentally-sustainable work practices,SKILL_0553,1.0
follow recycling collection schedules,SKILL_0553,1.0
minimise waste production in households,SKILL_0553,1.0
practice a minimalist lifestyle,SKILL_0553,1.0
reduce energy usage,SKILL_0553,1.0
reduce water or energy consumption,SKILL_0553,1.0
reuse materials,SKILL_0553,1.0
reuse products,SKILL_0553,1.0
share physical resources,SKILL_0553,1.0
handle your own waste,SKILL_0554,1.0
prefer public to private transport,SKILL_0554,1.0
prevent pollution,SKILL_0554,1.0
reduce noise,SKILL_0554,1.0
use public transportation,SKILL_0554,1.0
advise colleagues,SKILL_0555,1.0
advise customers,SKILL_0555,1.0
counsel others,SKILL_0555,1.0
counselling,SKILL_0555,1.0
give advice,SKILL_0555,1.0
give constructive feedback,SKILL_0555,1.0
giving advice to others,SKILL_0555,1.0
guide others,SKILL_0555,1.0
make recommendations to others,SKILL_0555,1.0
mentor individuals,SKILL_0555,1.0
mentor others,SKILL_0555,1.0
offer suggestions to others,SKILL_0555,1.0
provide advisory services,SKILL_0555,1.0
use basic coding skills,SKILL_0556,1.0
use basic programming language skills,SKILL_0556,1.0
use query languages,SKILL_0556,1.0
implement digital security measures,SKILL_0557,1.0
protect ICT devices,SKILL_0557,1.0
protect digital devices,SKILL_0557,1.0
protect personal data,SKILL_0557,1.0
remove viruses and malware from a computer,SKILL_0557,1.0
up-date online security measures,SKILL_0557,1.0
use anti-virus software,SKILL_0557,1.0
attend to cleanliness,SKILL_0558,1.0
attend to hygiene,SKILL_0558,1.0
care for hygiene,SKILL_0558,1.0
conform to hygienic work practices,SKILL_0558,1.0
follow hygienic work practices,SKILL_0558,1.0
identify hygiene risks,SKILL_0558,1.0
look after hygiene,SKILL_0558,1.0
act according to ethical and religious values,SKILL_0559,1.0
apply philosophical school of thoughts,SKILL_0559,1.0
assess the consequences and impact of ideas,SKILL_0559,1.0
evaluate the moral and ethical consequences of actions,SKILL_0559,1.0
follow ethical values and religious believes,SKILL_0559,1.0
carry out measurements,SKILL_0560,1.0
demonstrate scientific literacy,SKILL_0560,1.0
demonstrate technical abilities,SKILL_0560,1.0
take on new technology,SKILL_0560,1.0
demonstrate interest in politics,SKILL_0561,1.0
demonstrate knowledge of European history,SKILL_0561,1.0
demonstrate social knowledge,SKILL_0561,1.0
understand the role of social movements in society,SKILL_0561,1.0
appreciate artistic expressions,SKILL_0562,1.0
appreciate cultural heritage,SKILL_0562,1.0
demonstrate cultural awareness,SKILL_0562,1.0
have a feeling for aesthetics,SKILL_0562,1.0
adopt a constructive approach,SKILL_0563,1.0
keep a positive attitude,SKILL_0563,1.0
maintain a positive attitude,SKILL_0563,1.0
show sense of humour,SKILL_0563,1.0
act responsibly,SKILL_0564,1.0
be ready to take on responsibility,SKILL_0564,1.0
be ready to take responsibilities,SKILL_0564,1.0
be responsible,SKILL_0564,1.0
demonstrate a conscientious attitude,SKILL_0564,1.0
demonstrate responsibility,SKILL_0564,1.0
prove sense of responsibility,SKILL_0564,1.0
show responsible behaviour,SKILL_0564,1.0
showing responsibility,SKILL_0564,1.0
attend to accuracy,SKILL_0565,1.0
attend to details,SKILL_0565,1.0
attend to precision,SKILL_0565,1.0
attending to details,SKILL_0565,1.0
deal with details,SKILL_0565,1.0
manage details,SKILL_0565,1.0
sort out details,SKILL_0565,1.0
to work precisely,SKILL_0565,1.0
work carefully,SKILL_0565,1.0
work in a proper manner,SKILL_0565,1.0
work meticulously,SKILL_0565,1.0
building effective relationships,SKILL_0566,1.0
create networks,SKILL_0566,1.0
establish contacts,SKILL_0566,1.0
liaise with others,SKILL_0566,1.0
maintain contact with others,SKILL_0566,1.0
maintain networks,SKILL_0566,1.0
make contacts,SKILL_0566,1.0
show ability to network,SKILL_0566,1.0
arrange team building,SKILL_0567,1.0
build teams,SKILL_0567,1.0
design team building,SKILL_0567,1.0
organise a team,SKILL_0567,1.0
plan team building,SKILL_0567,1.0
project team building,SKILL_0567,1.0
estimate the probability of an outcome or fact,SKILL_0568,1.0
make estimations,SKILL_0568,1.0
work with probabilities,SKILL_0568,1.0
carry out work-related calculation,SKILL_0569,1.0
use numbers,SKILL_0569,1.0
adhere to legislation or policies,SKILL_0570,1.0
comply with legislative provisions,SKILL_0570,1.0
follow directions and procedures,SKILL_0570,1.0
work in a thoughtful manner,SKILL_0570,1.0
look for information on the Internet,SKILL_0571,1.0
search for information online,SKILL_0571,1.0
use search engine,SKILL_0571,1.0
accept challenges,SKILL_0572,1.0
cope with pressures,SKILL_0572,1.0
coping with pressure,SKILL_0572,1.0
deal with pressure,SKILL_0572,1.0
handle pressure,SKILL_0572,1.0
manage pressure,SKILL_0572,1.0
perform under pressure,SKILL_0572,1.0
show mental resilience,SKILL_0572,1.0
stay cool under pressure,SKILL_0572,1.0
work under pressure,SKILL_0572,1.0
deal with uncertainties,SKILL_0573,1.0
dealing with uncertainty,SKILL_0573,1.0
handle ambiguity,SKILL_0573,1.0
handle uncertainty,SKILL_0573,1.0
manage uncertainty,SKILL_0573,1.0
create content in digital form,SKILL_0574,1.0
edit digital content,SKILL_0574,1.0
produce digital content,SKILL_0574,1.0
assess information,SKILL_0575,1.0
check facts,SKILL_0575,1.0
detect bias,SKILL_0575,1.0
evaluate information,SKILL_0575,1.0
understand the role of media in democratic societies,SKILL_0575,1.0
verify information,SKILL_0575,1.0
verify the source of information,SKILL_0575,1.0
weigh information,SKILL_0575,1.0
delegate activities,SKILL_0576,1.0
delegate activities to others,SKILL_0576,1.0
delegate tasks,SKILL_0576,1.0
distribute activities,SKILL_0576,1.0
distribute tasks,SKILL_0576,1.0
share duties,SKILL_0576,1.0
share tasks,SKILL_0576,1.0
apply ergonomics,SKILL_0577,1.0
follow work-place safety regulations,SKILL_0577,1.0
know the effects of drugs and alcohol on individuals,SKILL_0577,1.0
manage health risk,SKILL_0577,1.0
meet health and safety requirements,SKILL_0577,1.0
work safely with hazardous material,SKILL_0577,1.0
be curious,SKILL_0578,1.0
demonstrate interest,SKILL_0578,1.0
demonstrating curiosity,SKILL_0578,1.0
display curiosity,SKILL_0578,1.0
exhibit curiosity,SKILL_0578,1.0
show curiosity,SKILL_0578,1.0
show interest,SKILL_0578,1.0
adapt to cultural differences,SKILL_0579,1.0
consider different cultural backgrounds,SKILL_0579,1.0
demonstrate cross-cultural competence,SKILL_0579,1.0
display intercultural competence,SKILL_0579,1.0
exhibit intercultural competence,SKILL_0579,1.0
respect different cultural backgrounds,SKILL_0579,1.0
show cultural competence,SKILL_0579,1.0
show intercultural competence,SKILL_0579,1.0
use culturally appropriate body language,SKILL_0579,1.0
back company plan,SKILL_0580,1.0
champion company plan,SKILL_0580,1.0
follow organisation's vision,SKILL_0580,1.0
show loyalty,SKILL_0580,1.0
support company mission,SKILL_0580,1.0
support company plan,SKILL_0580,1.0
support plans of the company,SKILL_0580,1.0
be honest,SKILL_0581,1.0
be trustworthy,SKILL_0581,1.0
establish trust,SKILL_0581,1.0
show credibility,SKILL_0581,1.0
direct own learning,SKILL_0582,1.0
display willingness to learn,SKILL_0582,1.0
exhibit willingness to learn,SKILL_0582,1.0
show self-knowledge,SKILL_0582,1.0
show willingness to learn,SKILL_0582,1.0
work towards own potential,SKILL_0582,1.0
advocate sustainability,SKILL_0583,1.0
encourage others to respect the environment,SKILL_0583,1.0
inform about sustainability,SKILL_0583,1.0
promote environmental friendly behaviours,SKILL_0583,1.0
promote sustainability,SKILL_0583,1.0
adopt an ecological attitude,SKILL_0584,1.0
adopt an environmental friendly attitude,SKILL_0584,1.0
apply ethical and sustainable thinking,SKILL_0584,1.0
consider the impact of your actions on the environment,SKILL_0584,1.0
demonstrate sensitivity for environmental issues,SKILL_0584,1.0
be aware of legal rights,SKILL_0585,1.0
demonstrate interest in current events,SKILL_0585,1.0
exercise constitutional rights,SKILL_0585,1.0
exercise legal rights,SKILL_0585,1.0
participate in democratic decision-making,SKILL_0585,1.0
assess the impact of your professional development,SKILL_0586,1.0
be able to engage in self-reflection,SKILL_0586,1.0
conduct self-assessment,SKILL_0586,1.0
do self-assessment,SKILL_0586,1.0
estimate the impact of your professional development,SKILL_0586,1.0
evaluate professional development impact,SKILL_0586,1.0
evaluate the impact of your professional development,SKILL_0586,1.0
examine the impact of your professional development,SKILL_0586,1.0
gauge the impact of your professional development,SKILL_0586,1.0
monitor the impact of your professional development,SKILL_0586,1.0
perform self-assessment,SKILL_0586,1.0
perform self-evaluation,SKILL_0586,1.0
reflect on practice,SKILL_0586,1.0
self-assess,SKILL_0586,1.0
self-evaluate,SKILL_0586,1.0
demonstrate sense of rhythm,SKILL_0587,1.0
engage in artistic self-expression,SKILL_0587,1.0
express ideas experiences and emotions creatively,SKILL_0587,1.0
play instruments,SKILL_0587,1.0
detect problems,SKILL_0588,1.0
diagnose problems,SKILL_0588,1.0
signal problems,SKILL_0588,1.0
demonstrate ability to improvise,SKILL_0589,1.0
show talent for improvisation,SKILL_0589,1.0
educate others,SKILL_0590,1.0
instruct colleagues,SKILL_0590,1.0
instructing others,SKILL_0590,1.0
teach others,SKILL_0590,1.0
train others,SKILL_0590,1.0
apply mathematical reasoning,SKILL_0591,1.0
apply numeracy skills,SKILL_0591,1.0
apply numerical reasoning,SKILL_0591,1.0
demonstrate an understanding of numbers,SKILL_0591,1.0
enjoy working with numbers,SKILL_0591,1.0
being open minded,SKILL_0592,1.0
demonstrate freedom from prejudice,SKILL_0592,1.0
show acceptance of others,SKILL_0592,1.0
take on new ideas and experiences,SKILL_0592,1.0
direct others,SKILL_0593,1.0
exert a goal-oriented leadership role,SKILL_0593,1.0
exert a goal-oriented leadership role towards colleagues,SKILL_0593,1.0
exert a leadership role towards colleagues,SKILL_0593,1.0
exert a result-oriented leadership role,SKILL_0593,1.0
exert a result-oriented leadership role towards colleagues,SKILL_0593,1.0
exert result-oriented leadership,SKILL_0593,1.0
give direction,SKILL_0593,1.0
guide others,SKILL_0593,1.0
lead colleagues,SKILL_0593,1.0
leading others,SKILL_0593,1.0
make use of goal-driven leadership abilities,SKILL_0593,1.0
make use of leadership abilities for team coordination,SKILL_0593,1.0
make use of result-oriented leadership abilities,SKILL_0593,1.0
manage people,SKILL_0593,1.0
show an exemplary leading role in an organisation,SKILL_0593,1.0
show leadership attitude,SKILL_0593,1.0
supervise others,SKILL_0593,1.0
take on a leadership role,SKILL_0593,1.0
focus for prolonged periods,SKILL_0594,1.0
keep concentration for long periods,SKILL_0594,1.0
keep focused for extended periods,SKILL_0594,1.0
maintain concentration for extended periods,SKILL_0594,1.0
maintain focus for long periods of time,SKILL_0594,1.0
preserve concentration for long periods,SKILL_0594,1.0
stay concentrated for long periods,SKILL_0594,1.0
stay focused for extended periods of time,SKILL_0594,1.0
work in a focused manner,SKILL_0594,1.0
adopt an healthy lifestyle,SKILL_0595,1.0
apply preventive healthy behaviours,SKILL_0595,1.0
care about your fitness,SKILL_0595,1.0
keep yourself in good conditions,SKILL_0595,1.0
balance working time and personal life,SKILL_0596,1.0
maintain work-life balance,SKILL_0596,1.0
protect the psychological wellbeing,SKILL_0596,1.0
pursue mental wellbeing,SKILL_0596,1.0
safely use digital technologies,SKILL_0596,1.0
apply preventive care measures to avoid physical or psychological harm,SKILL_0597,1.0
find the right healthcare service,SKILL_0597,1.0
manage appropriate medications,SKILL_0597,1.0
make choices,SKILL_0598,1.0
make decision,SKILL_0598,1.0
making decisions,SKILL_0598,1.0
take decisions,SKILL_0598,1.0
seek for appropriate care,SKILL_0599,1.0
utilise hearing aids,SKILL_0599,1.0
utilise seeing aids,SKILL_0599,1.0
utilise walking aids,SKILL_0599,1.0
protecting privacy and identity on the Internet,SKILL_0600,1.0
compare deals and offers when acquiring products or services,SKILL_0601,1.0
exercise consumer rights,SKILL_0601,1.0
manage personal budget for financial needs,SKILL_0601,1.0
manage personal finances,SKILL_0601,1.0
select appropriate insurance products,SKILL_0601,1.0
undertake effective financial planning,SKILL_0601,1.0
use financial advices and guidance services with a critical mindset,SKILL_0601,1.0
use investments and credit to achieve long term goals,SKILL_0601,1.0
control impulses,SKILL_0602,1.0
cope well with setbacks,SKILL_0602,1.0
cope with frustration,SKILL_0602,1.0
deal with frustration,SKILL_0602,1.0
foster hope,SKILL_0602,1.0
handle frustration,SKILL_0602,1.0
manage disappointments,SKILL_0602,1.0
manage emotions,SKILL_0602,1.0
manage own emotions,SKILL_0602,1.0
managing frustration,SKILL_0602,1.0
recognise own potential,SKILL_0602,1.0
recover from setbacks,SKILL_0602,1.0
regulate moods,SKILL_0602,1.0
show capacity to deal with stress,SKILL_0602,1.0
manage career goals,SKILL_0603,1.0
manage life goals,SKILL_0603,1.0
plan your career,SKILL_0603,1.0
apply quality standards,SKILL_0604,1.0
attend to quality,SKILL_0604,1.0
managing quality,SKILL_0604,1.0
monitor quality,SKILL_0604,1.0
oversee quality,SKILL_0604,1.0
work to agreed standards,SKILL_0604,1.0
adhere to schedules,SKILL_0605,1.0
coordinate actions,SKILL_0605,1.0
define milestones,SKILL_0605,1.0
draw up time line,SKILL_0605,1.0
manage schedule,SKILL_0605,1.0
managing time,SKILL_0605,1.0
meet deadlines,SKILL_0605,1.0
plan deadlines,SKILL_0605,1.0
plan time,SKILL_0605,1.0
prioritise actions,SKILL_0605,1.0
prioritise tasks,SKILL_0605,1.0
set priorities,SKILL_0605,1.0
work out time line,SKILL_0605,1.0
achieve goals,SKILL_0606,1.0
demonstrate commitment,SKILL_0606,1.0
demonstrate conscientiousness,SKILL_0606,1.0
demonstrate loyalty,SKILL_0606,1.0
demonstrate punctuality,SKILL_0606,1.0
demonstrate reliability,SKILL_0606,1.0
demonstrate steady effort,SKILL_0606,1.0
keep promises,SKILL_0606,1.0
meet commitment,SKILL_0606,1.0
meet targets,SKILL_0606,1.0
meeting commitments,SKILL_0606,1.0
show commitment,SKILL_0606,1.0
show conscientiousness,SKILL_0606,1.0
show reliability,SKILL_0606,1.0
show responsibility,SKILL_0606,1.0
work to deadlines,SKILL_0606,1.0
commit information to memory,SKILL_0607,1.0
learn information by heart,SKILL_0607,1.0
memorise facts,SKILL_0607,1.0
memorise info,SKILL_0607,1.0
memorise procedures,SKILL_0607,1.0
memorising information,SKILL_0607,1.0
mnemonics principles,SKILL_0607,1.0
remember information,SKILL_0607,1.0
apply moderation techniques,SKILL_0608,1.0
carry out moderation,SKILL_0608,1.0
guide a discussion,SKILL_0608,1.0
lead discussions,SKILL_0608,1.0
moderate conferences,SKILL_0608,1.0
moderate workshops,SKILL_0608,1.0
oversee a discussion,SKILL_0608,1.0
empower others,SKILL_0609,1.0
encourage others,SKILL_0609,1.0
energise others,SKILL_0609,1.0
inspire others,SKILL_0609,1.0
motivate staff and colleages,SKILL_0609,1.0
motivating others,SKILL_0609,1.0
stimulate action,SKILL_0609,1.0
lift things,SKILL_0610,1.0
load and unload good and materials,SKILL_0610,1.0
move and lift objects,SKILL_0610,1.0
perform physical activities,SKILL_0610,1.0
store goods,SKILL_0610,1.0
bargaining,SKILL_0611,1.0
defuse conflict,SKILL_0611,1.0
influence decision-making processes,SKILL_0611,1.0
manage complaints,SKILL_0611,1.0
negotiating compromise,SKILL_0611,1.0
resolve conflict,SKILL_0611,1.0
seek agreement,SKILL_0611,1.0
apply ICT peripherals,SKILL_0612,1.0
carry out practical tasks with smart devices,SKILL_0612,1.0
use ICT hardware,SKILL_0612,1.0
use ICT peripherals,SKILL_0612,1.0
use digital devices,SKILL_0612,1.0
use hardware,SKILL_0612,1.0
use hardware components,SKILL_0612,1.0
use keyboard,SKILL_0612,1.0
use mouse,SKILL_0612,1.0
use smart ICT devices,SKILL_0612,1.0
work with computer hardware and peripherals,SKILL_0612,1.0
demonstrate organizational skills,SKILL_0613,1.0
have organisational skills,SKILL_0613,1.0
organise resources,SKILL_0613,1.0
record information,SKILL_0613,1.0
structure information,SKILL_0613,1.0
take in information,SKILL_0613,1.0
be involved in civic activities,SKILL_0614,1.0
demonstrate active citisenship,SKILL_0614,1.0
do neighbouring activity,SKILL_0614,1.0
perform community work,SKILL_0614,1.0
complete planning,SKILL_0615,1.0
implement planning,SKILL_0615,1.0
performance planning,SKILL_0615,1.0
plan activities,SKILL_0615,1.0
planning performance,SKILL_0615,1.0
undertake planning,SKILL_0615,1.0
apply spatial reasoning,SKILL_0616,1.0
demonstrate spatial intelligence,SKILL_0616,1.0
display three-dimensional imagination,SKILL_0616,1.0
exhibit three-dimensional imagination,SKILL_0616,1.0
manage shape and space,SKILL_0616,1.0
show three-dimensional imagination,SKILL_0616,1.0
utilise spatial orientation,SKILL_0616,1.0
work with form and space,SKILL_0616,1.0
work with shape and space,SKILL_0616,1.0
work with shapes and spaces,SKILL_0616,1.0
be able to close sales regularly and confidently,SKILL_0617,1.0
convince others,SKILL_0617,1.0
enjoys selling,SKILL_0617,1.0
influence decisions,SKILL_0617,1.0
influence others,SKILL_0617,1.0
persuade others,SKILL_0617,1.0
present products,SKILL_0617,1.0
confront discriminations,SKILL_0618,1.0
demonstrate an understanding of European common values,SKILL_0618,1.0
fight discrimination,SKILL_0618,1.0
implement equality policies,SKILL_0618,1.0
mainstream gender,SKILL_0618,1.0
promote a culture of piece and non violence,SKILL_0618,1.0
support democracy,SKILL_0618,1.0
support gender equality,SKILL_0618,1.0
support gender mainstreaming,SKILL_0618,1.0
intervene promptly in case of need,SKILL_0619,1.0
provide first aid,SKILL_0619,1.0
react adequately in case of accidents,SKILL_0619,1.0
safeguard one's person health,SKILL_0619,1.0
be reactive,SKILL_0620,1.0
demonstrate agility,SKILL_0620,1.0
show responsivness,SKILL_0620,1.0
communicate facts,SKILL_0621,1.0
detail the facts,SKILL_0621,1.0
give an account of the facts,SKILL_0621,1.0
report facts or ideas,SKILL_0621,1.0
reporting facts,SKILL_0621,1.0
write minutes,SKILL_0621,1.0
act as mediator,SKILL_0622,1.0
be able to create consensus,SKILL_0622,1.0
be able to find compromises,SKILL_0622,1.0
demonstrate willingness to compromise,SKILL_0622,1.0
handle tense situation,SKILL_0622,1.0
handle tense situations,SKILL_0622,1.0
manage conflicts,SKILL_0622,1.0
mediate in collisions,SKILL_0622,1.0
mediate in conflicts,SKILL_0622,1.0
mediate in debates,SKILL_0622,1.0
mediate in tense debate,SKILL_0622,1.0
mediate tense situations,SKILL_0622,1.0
be discrete,SKILL_0623,1.0
comply with confidentiality obligations,SKILL_0623,1.0
ensure absolute discretion,SKILL_0623,1.0
ensure privacy,SKILL_0623,1.0
handle sensitive information,SKILL_0623,1.0
keep secret information,SKILL_0623,1.0
protect privacy,SKILL_0623,1.0
demonstrate knowledge of the multi-cultural dimension of European societies,SKILL_0624,1.0
show sensitivity towards different worldviews,SKILL_0624,1.0
support cultural diversity,SKILL_0624,1.0
take account of the diversity of cultural values and norms,SKILL_0624,1.0
take national cultural identity in consideration,SKILL_0624,1.0
demonstrate commitment,SKILL_0625,1.0
demonstrate enthusiasm,SKILL_0625,1.0
demonstrate motivation,SKILL_0625,1.0
enjoy one's profession,SKILL_0625,1.0
enjoy working,SKILL_0625,1.0
have commitment,SKILL_0625,1.0
show motivation,SKILL_0625,1.0
show willingness to perform,SKILL_0625,1.0
show willingness to work,SKILL_0625,1.0
behave confidently,SKILL_0626,1.0
confidence showing,SKILL_0626,1.0
demonstrate confidence,SKILL_0626,1.0
display confidence,SKILL_0626,1.0
exhibit confidence,SKILL_0626,1.0
reveal confidence,SKILL_0626,1.0
